Season,Game_Type,Date,Away_Team,Away_Score,Home_Team,Home_Score,Ended,Attendance,Game_Length,Game_Notes
2011,RS,2010-11-13,Chicago Blackhawks,3,Nashville Predators,4,SO,"17,113",NA,
2011,RS,2010-11-13,Florida Panthers,2,Philadelphia Flyers,5,,"19,616",NA,
2011,RS,2010-11-13,St. Louis Blues,3,Phoenix Coyotes,5,,"9,412",NA,
2011,RS,2010-11-13,Calgary Flames,3,San Jose Sharks,4,,"17,562",NA,
2011,RS,2010-11-13,Vancouver Canucks,5,Toronto Maple Leafs,3,,"19,534",NA,
2011,RS,2010-11-14,Anaheim Ducks,2,Chicago Blackhawks,3,OT,"21,244",NA,
2011,RS,2010-11-14,Edmonton Oilers,2,New York Rangers,8,,"17,658",NA,
2011,RS,2010-11-14,Minnesota Wild,4,Tampa Bay Lightning,1,,"14,868",NA,
2011,RS,2010-11-14,Atlanta Thrashers,4,Washington Capitals,6,,"18,398",NA,
2011,RS,2010-11-15,New Jersey Devils,0,Boston Bruins,3,,"17,565",NA,
2011,RS,2010-11-15,Vancouver Canucks,3,Buffalo Sabres,4,OT,"18,690",NA,
2011,RS,2010-11-15,St. Louis Blues,3,Colorado Avalanche,6,,"12,670",NA,
2011,RS,2010-11-15,Ottawa Senators,1,Philadelphia Flyers,5,,"19,256",NA,
2011,RS,2010-11-15,New York Rangers,3,Pittsburgh Penguins,2,OT,"18,125",NA,
2011,RS,2010-11-15,Los Angeles Kings,3,San Jose Sharks,6,,"17,562",NA,
2011,RS,2010-11-16,Anaheim Ducks,1,Dallas Stars,2,,"13,443",NA,
2011,RS,2010-11-16,Philadelphia Flyers,0,Montreal Canadiens,3,,"21,273",NA,
2011,RS,2010-11-16,Nashville Predators,4,Toronto Maple Leafs,5,,"19,069",NA,
2011,RS,2010-11-17,Florida Panthers,2,Atlanta Thrashers,1,,"10,168",NA,
2011,RS,2010-11-17,Ottawa Senators,1,Carolina Hurricanes,7,,"12,938",NA,
2011,RS,2010-11-17,Phoenix Coyotes,3,Calgary Flames,1,,"19,289",NA,
2011,RS,2010-11-17,San Jose Sharks,3,Colorado Avalanche,4,OT,"12,436",NA,
2011,RS,2010-11-17,St. Louis Blues,3,Detroit Red Wings,7,,"20,066",NA,
2011,RS,2010-11-17,Chicago Blackhawks,5,Edmonton Oilers,0,,"16,839",NA,
2011,RS,2010-11-17,Columbus Blue Jackets,5,Los Angeles Kings,3,,"18,118",NA,
2011,RS,2010-11-17,Anaheim Ducks,1,Minnesota Wild,2,OT,"16,890",NA,
2011,RS,2010-11-17,Tampa Bay Lightning,4,New York Islanders,2,,"8,025",NA,
2011,RS,2010-11-17,Boston Bruins,3,New York Rangers,2,,"18,200",NA,
2011,RS,2010-11-17,Vancouver Canucks,1,Pittsburgh Penguins,3,,"18,252",NA,
2011,RS,2010-11-17,Buffalo Sabres,2,Washington Capitals,4,,"18,398",NA,
2011,RS,2010-11-18,Florida Panthers,0,Boston Bruins,4,,"17,565",NA,
2011,RS,2010-11-18,San Jose Sharks,4,Dallas Stars,5,OT,"14,720",NA,
2011,RS,2010-11-18,Nashville Predators,3,Montreal Canadiens,0,,"21,273",NA,
2011,RS,2010-11-18,Tampa Bay Lightning,8,Philadelphia Flyers,7,,"19,672",NA,
2011,RS,2010-11-18,New Jersey Devils,1,Toronto Maple Leafs,3,,"19,271",NA,
2011,RS,2010-11-19,Columbus Blue Jackets,4,Anaheim Ducks,3,,"13,667",NA,
2011,RS,2010-11-19,Washington Capitals,0,Atlanta Thrashers,5,,"11,115",NA,
2011,RS,2010-11-19,Los Angeles Kings,2,Buffalo Sabres,4,,"18,418",NA,
2011,RS,2010-11-19,Chicago Blackhawks,2,Calgary Flames,7,,"19,289",NA,
2011,RS,2010-11-19,New York Rangers,1,Colorado Avalanche,5,,"16,002",NA,
2011,RS,2010-11-19,Minnesota Wild,4,Detroit Red Wings,3,OT,"20,066",NA,
2011,RS,2010-11-19,Phoenix Coyotes,4,Edmonton Oilers,3,SO,"16,839",NA,
2011,RS,2010-11-19,Carolina Hurricanes,4,Pittsburgh Penguins,5,SO,"18,264",NA,
2011,RS,2010-11-19,Ottawa Senators,2,St. Louis Blues,5,,"19,150",NA,
2011,RS,2010-11-20,Los Angeles Kings,4,Boston Bruins,3,SO,"17,565",NA,
2011,RS,2010-11-20,Tampa Bay Lightning,2,Buffalo Sabres,1,,"17,833",NA,
2011,RS,2010-11-20,Nashville Predators,2,Carolina Hurricanes,1,SO,"15,384",NA,
2011,RS,2010-11-20,Colorado Avalanche,4,Dallas Stars,3,SO,"17,441",NA,
2011,RS,2010-11-20,New York Rangers,5,Minnesota Wild,2,,"18,695",NA,
2011,RS,2010-11-20,Toronto Maple Leafs,0,Montreal Canadiens,2,,"21,273",NA,
2011,RS,2010-11-20,Florida Panthers,4,New York Islanders,1,,"9,157",NA,
2011,RS,2010-11-20,Columbus Blue Jackets,3,San Jose Sharks,0,,"17,562",NA,
2011,RS,2010-11-20,New Jersey Devils,2,St. Louis Blues,3,,"19,150",NA,
2011,RS,2010-11-20,Chicago Blackhawks,7,Vancouver Canucks,1,,"18,860",NA,
2011,RS,2010-11-20,Philadelphia Flyers,5,Washington Capitals,4,SO,"18,398",NA,
2011,RS,2010-11-21,Edmonton Oilers,4,Anaheim Ducks,2,,"14,267",NA,
2011,RS,2010-11-21,New York Islanders,1,Atlanta Thrashers,2,OT,"10,066",NA,
2011,RS,2010-11-21,Calgary Flames,4,Detroit Red Wings,5,OT,"19,636",NA,
2011,RS,2010-11-21,Phoenix Coyotes,3,Vancouver Canucks,2,,"18,860",NA,
2011,RS,2010-11-22,Nashville Predators,0,Columbus Blue Jackets,2,,"10,095",NA,
2011,RS,2010-11-22,Pittsburgh Penguins,3,Florida Panthers,2,,"16,543",NA,
2011,RS,2010-11-22,Washington Capitals,0,New Jersey Devils,5,,"14,107",NA,
2011,RS,2010-11-22,Calgary Flames,1,New York Rangers,2,,"17,845",NA,
2011,RS,2010-11-22,Los Angeles Kings,2,Ottawa Senators,3,,"18,315",NA,
2011,RS,2010-11-22,Montreal Canadiens,2,Philadelphia Flyers,3,,"19,753",NA,
2011,RS,2010-11-22,Boston Bruins,1,Tampa Bay Lightning,3,,"16,241",NA,
2011,RS,2010-11-22,Dallas Stars,1,Toronto Maple Leafs,4,,"19,266",NA,
2011,RS,2010-11-23,Edmonton Oilers,0,Phoenix Coyotes,5,,"9,354",NA,
2011,RS,2010-11-24,Detroit Red Wings,1,Atlanta Thrashers,5,,"15,337",NA,
2011,RS,2010-11-24,Pittsburgh Penguins,1,Buffalo Sabres,0,,"18,250",NA,
2011,RS,2010-11-24,Washington Capitals,3,Carolina Hurricanes,2,,"15,200",NA,
2011,RS,2010-11-24,Boston Bruins,3,Florida Panthers,1,,"16,712",NA,
2011,RS,2010-11-24,Philadelphia Flyers,6,Minnesota Wild,1,,"16,516",NA,
2011,RS,2010-11-24,Los Angeles Kings,1,Montreal Canadiens,4,,"21,273",NA,
2011,RS,2010-11-24,Calgary Flames,1,New Jersey Devils,2,SO,"13,202",NA,
2011,RS,2010-11-24,St. Louis Blues,2,Nashville Predators,1,SO,"16,603",NA,
2011,RS,2010-11-24,Columbus Blue Jackets,4,New York Islanders,3,OT,"8,652",NA,
2011,RS,2010-11-24,Dallas Stars,2,Ottawa Senators,1,,"16,281",NA,
2011,RS,2010-11-24,Chicago Blackhawks,2,San Jose Sharks,5,,"17,562",NA,
2011,RS,2010-11-24,New York Rangers,3,Tampa Bay Lightning,5,,"17,806",NA,
2011,RS,2010-11-24,Colorado Avalanche,2,Vancouver Canucks,4,,"18,860",NA,
2011,RS,2010-11-25,Colorado Avalanche,2,Edmonton Oilers,3,,"16,839",NA,
2011,RS,2010-11-26,Chicago Blackhawks,4,Anaheim Ducks,1,,"16,146",NA,
2011,RS,2010-11-26,Montreal Canadiens,0,Atlanta Thrashers,3,,"13,068",NA,
2011,RS,2010-11-26,Carolina Hurricanes,3,Boston Bruins,0,,"17,565",NA,
2011,RS,2010-11-26,Toronto Maple Leafs,1,Buffalo Sabres,3,,"18,004",NA,
2011,RS,2010-11-26,Detroit Red Wings,2,Columbus Blue Jackets,1,,"18,391",NA,
2011,RS,2010-11-26,St. Louis Blues,2,Dallas Stars,3,,"16,675",NA,
2011,RS,2010-11-26,New York Rangers,3,Florida Panthers,0,,"17,013",NA,
2011,RS,2010-11-26,Nashville Predators,2,Minnesota Wild,5,,"17,814",NA,
2011,RS,2010-11-26,New Jersey Devils,0,New York Islanders,2,,"10,897",NA,
2011,RS,2010-11-26,Calgary Flames,3,Philadelphia Flyers,2,SO,"19,872",NA,
2011,RS,2010-11-26,Ottawa Senators,1,Pittsburgh Penguins,2,,"18,299",NA,
2011,RS,2010-11-26,San Jose Sharks,1,Vancouver Canucks,6,,"18,860",NA,
2011,RS,2010-11-26,Tampa Bay Lightning,0,Washington Capitals,6,,"18,398",NA,
2011,RS,2010-11-27,Minnesota Wild,4,Colorado Avalanche,7,,"18,007",NA,
2011,RS,2010-11-27,San Jose Sharks,4,Edmonton Oilers,3,,"16,839",NA,
2011,RS,2010-11-27,Chicago Blackhawks,2,Los Angeles Kings,1,,"18,118",NA,
2011,RS,2010-11-27,Buffalo Sabres,1,Montreal Canadiens,3,,"21,273",NA,
2011,RS,2010-11-27,Philadelphia Flyers,1,New Jersey Devils,2,SO,"17,625",NA,
2011,RS,2010-11-27,New York Rangers,2,Nashville Predators,1,SO,"17,113",NA,
2011,RS,2010-11-27,Toronto Maple Leafs,0,Ottawa Senators,3,,"20,275",NA,
2011,RS,2010-11-27,Anaheim Ducks,6,Phoenix Coyotes,4,,"12,708",NA,
2011,RS,2010-11-27,Calgary Flames,1,Pittsburgh Penguins,4,,"18,317",NA,
2011,RS,2010-11-27,Dallas Stars,2,St. Louis Blues,1,,"19,150",NA,
2011,RS,2010-11-27,Florida Panthers,4,Tampa Bay Lightning,3,SO,"15,854",NA,
2011,RS,2010-11-28,Boston Bruins,1,Atlanta Thrashers,4,,"12,085",NA,
2011,RS,2010-11-28,Columbus Blue Jackets,2,Detroit Red Wings,4,,"18,860",NA,
2011,RS,2010-11-28,Carolina Hurricanes,2,Washington Capitals,3,SO,"18,398",NA,
2011,RS,2010-11-29,Los Angeles Kings,0,Anaheim Ducks,2,,"17,174",NA,
2011,RS,2010-11-29,Dallas Stars,4,Carolina Hurricanes,1,,"15,382",NA,
2011,RS,2010-11-29,Minnesota Wild,0,Calgary Flames,3,,"19,289",NA,
2011,RS,2010-11-29,Pittsburgh Penguins,3,New York Rangers,1,,"18,200",NA,
2011,RS,2010-11-29,Edmonton Oilers,4,Ottawa Senators,1,,"17,002",NA,
2011,RS,2010-11-30,St. Louis Blues,5,Chicago Blackhawks,7,,"21,140",NA,
2011,RS,2010-11-30,Atlanta Thrashers,3,Colorado Avalanche,2,OT,"12,131",NA,
2011,RS,2010-11-30,Phoenix Coyotes,0,Nashville Predators,3,,"14,333",NA,
2011,RS,2010-11-30,Detroit Red Wings,5,San Jose Sharks,3,,"17,562",NA,
2011,RS,2010-11-30,Tampa Bay Lightning,4,Toronto Maple Leafs,3,OT,"19,063",NA,
2011,RS,2010-12-01,Florida Panthers,3,Anaheim Ducks,5,,"12,504",NA,
2011,RS,2010-12-01,Nashville Predators,4,Columbus Blue Jackets,3,SO,"9,892",NA,
2011,RS,2010-12-01,Vancouver Canucks,7,Calgary Flames,2,,"19,289",NA,
2011,RS,2010-12-01,Phoenix Coyotes,4,Minnesota Wild,2,,"17,101",NA,
2011,RS,2010-12-01,Edmonton Oilers,4,Montreal Canadiens,3,OT,"21,273",NA,
2011,RS,2010-12-01,Boston Bruins,3,Philadelphia Flyers,0,,"19,684",NA,
2011,RS,2010-12-01,Washington Capitals,4,St. Louis Blues,1,,"19,150",NA,
2011,RS,2010-12-02,Tampa Bay Lightning,1,Boston Bruins,8,,"17,565",NA,
2011,RS,2010-12-02,Washington Capitals,1,Dallas Stars,2,,"13,943",NA,
2011,RS,2010-12-02,Florida Panthers,2,Los Angeles Kings,3,,"17,720",NA,
2011,RS,2010-12-02,Montreal Canadiens,5,New Jersey Devils,1,,"11,434",NA,
2011,RS,2010-12-02,New York Rangers,6,New York Islanders,5,,"13,742",NA,
2011,RS,2010-12-02,San Jose Sharks,4,Ottawa Senators,0,,"18,017",NA,
2011,RS,2010-12-02,Atlanta Thrashers,2,Pittsburgh Penguins,3,,"18,223",NA,
2011,RS,2010-12-02,Edmonton Oilers,5,Toronto Maple Leafs,0,,"19,465",NA,
2011,RS,2010-12-03,Detroit Red Wings,4,Anaheim Ducks,0,,"15,173",NA,
2011,RS,2010-12-03,Columbus Blue Jackets,0,Buffalo Sabres,5,,"18,529",NA,
2011,RS,2010-12-03,Colorado Avalanche,1,Carolina Hurricanes,2,OT,"16,277",NA,
2011,RS,2010-12-03,Vancouver Canucks,3,Chicago Blackhawks,0,,"21,737",NA,
2011,RS,2010-12-03,Calgary Flames,3,Minnesota Wild,2,SO,"17,130",NA,
2011,RS,2010-12-03,New York Islanders,0,New York Rangers,2,,"18,200",NA,
2011,RS,2010-12-04,Pittsburgh Penguins,7,Columbus Blue Jackets,2,,"19,143",NA,
2011,RS,2010-12-04,Minnesota Wild,3,Dallas Stars,4,OT,"14,344",NA,
2011,RS,2010-12-04,St. Louis Blues,1,Edmonton Oilers,2,OT,"16,839",NA,
2011,RS,2010-12-04,Detroit Red Wings,2,Los Angeles Kings,3,OT,"18,118",NA,
2011,RS,2010-12-04,San Jose Sharks,1,Montreal Canadiens,3,,"21,273",NA,
2011,RS,2010-12-04,Carolina Hurricanes,2,Nashville Predators,5,,"15,016",NA,
2011,RS,2010-12-04,Buffalo Sabres,1,Ottawa Senators,0,SO,"16,364",NA,
2011,RS,2010-12-04,New Jersey Devils,3,Philadelphia Flyers,5,,"19,657",NA,
2011,RS,2010-12-04,Florida Panthers,2,Phoenix Coyotes,1,SO,"10,334",NA,
2011,RS,2010-12-04,Colorado Avalanche,5,Tampa Bay Lightning,6,,"18,212",NA,
2011,RS,2010-12-04,Boston Bruins,2,Toronto Maple Leafs,3,SO,"19,483",NA,
2011,RS,2010-12-04,Atlanta Thrashers,3,Washington Capitals,1,,"18,398",NA,
2011,RS,2010-12-05,Phoenix Coyotes,3,Anaheim Ducks,0,,"14,062",NA,
2011,RS,2010-12-05,Calgary Flames,2,Chicago Blackhawks,4,,"21,112",NA,
2011,RS,2010-12-05,Philadelphia Flyers,3,New York Islanders,2,,"7,773",NA,
2011,RS,2010-12-05,Ottawa Senators,3,New York Rangers,1,,"18,200",NA,
2011,RS,2010-12-05,St. Louis Blues,3,Vancouver Canucks,2,,"18,860",NA,
2011,RS,2010-12-06,Nashville Predators,2,Atlanta Thrashers,3,OT,"10,024",NA,
2011,RS,2010-12-06,Dallas Stars,2,Columbus Blue Jackets,3,SO,"10,932",NA,
2011,RS,2010-12-06,San Jose Sharks,5,Detroit Red Wings,2,,"19,010",NA,
2011,RS,2010-12-06,New Jersey Devils,1,Pittsburgh Penguins,2,,"18,185",NA,
2011,RS,2010-12-06,Toronto Maple Leafs,5,Washington Capitals,4,SO,"18,398",NA,
2011,RS,2010-12-07,Buffalo Sabres,2,Boston Bruins,3,OT,"17,565",NA,
2011,RS,2010-12-07,Tampa Bay Lightning,2,Calgary Flames,4,,"19,289",NA,
2011,RS,2010-12-07,Anaheim Ducks,3,Edmonton Oilers,2,SO,"16,839",NA,
2011,RS,2010-12-07,Colorado Avalanche,3,Florida Panthers,4,OT,"12,791",NA,
2011,RS,2010-12-07,Ottawa Senators,1,Montreal Canadiens,4,,"21,273",NA,
2011,RS,2010-12-08,Dallas Stars,3,Chicago Blackhawks,5,,"21,184",NA,
2011,RS,2010-12-08,Nashville Predators,3,Detroit Red Wings,2,,"17,359",NA,
2011,RS,2010-12-08,San Jose Sharks,5,Philadelphia Flyers,4,SO,"19,801",NA,
2011,RS,2010-12-08,Toronto Maple Leafs,2,Pittsburgh Penguins,5,,"18,158",NA,
2011,RS,2010-12-08,Anaheim Ducks,4,Vancouver Canucks,5,SO,"18,860",NA,
2011,RS,2010-12-09,New York Islanders,2,Boston Bruins,5,,"17,565",NA,
2011,RS,2010-12-09,San Jose Sharks,3,Buffalo Sabres,6,,"18,017",NA,
2011,RS,2010-12-09,Calgary Flames,1,Los Angeles Kings,2,,"18,118",NA,
2011,RS,2010-12-09,New York Rangers,5,Ottawa Senators,3,,"16,324",NA,
2011,RS,2010-12-09,Minnesota Wild,3,Phoenix Coyotes,2,,"7,749",NA,
2011,RS,2010-12-09,Columbus Blue Jackets,1,St. Louis Blues,4,,"19,150",NA,
2011,RS,2010-12-09,Philadelphia Flyers,4,Toronto Maple Leafs,1,,"19,365",NA,
2011,RS,2010-12-09,Florida Panthers,3,Washington Capitals,0,,"18,398",NA,
2011,RS,2010-12-10,Calgary Flames,2,Anaheim Ducks,3,SO,"13,775",NA,
2011,RS,2010-12-10,Colorado Avalanche,4,Atlanta Thrashers,2,,"14,034",NA,
2011,RS,2010-12-10,Carolina Hurricanes,1,Dallas Stars,2,SO,"13,012",NA,
2011,RS,2010-12-10,Montreal Canadiens,2,Detroit Red Wings,4,,"20,066",NA,
2011,RS,2010-12-10,Tampa Bay Lightning,3,Edmonton Oilers,4,SO,"16,839",NA,
2011,RS,2010-12-10,New Jersey Devils,2,Ottawa Senators,3,,"16,471",NA,
2011,RS,2010-12-11,Philadelphia Flyers,2,Boston Bruins,1,OT,"17,565",NA,
2011,RS,2010-12-11,Pittsburgh Penguins,5,Buffalo Sabres,2,,"18,690",NA,
2011,RS,2010-12-11,New York Rangers,1,Columbus Blue Jackets,3,,"15,780",NA,
2011,RS,2010-12-11,Minnesota Wild,3,Los Angeles Kings,2,OT,"18,118",NA,
2011,RS,2010-12-11,Detroit Red Wings,4,New Jersey Devils,1,,"17,625",NA,
2011,RS,2010-12-11,Florida Panthers,0,Nashville Predators,3,,"16,128",NA,
2011,RS,2010-12-11,Atlanta Thrashers,5,New York Islanders,4,,"10,056",NA,
2011,RS,2010-12-11,Dallas Stars,2,Phoenix Coyotes,5,,"11,410",NA,
2011,RS,2010-12-11,Chicago Blackhawks,1,San Jose Sharks,2,OT,"17,562",NA,
2011,RS,2010-12-11,Carolina Hurricanes,2,St. Louis Blues,1,SO,"19,150",NA,
2011,RS,2010-12-11,Montreal Canadiens,1,Toronto Maple Leafs,3,,"19,656",NA,
2011,RS,2010-12-11,Tampa Bay Lightning,5,Vancouver Canucks,4,OT,"18,860",NA,
2011,RS,2010-12-11,Colorado Avalanche,3,Washington Capitals,2,,"18,398",NA,
2011,RS,2010-12-12,Minnesota Wild,2,Anaheim Ducks,6,,"14,338",NA,
2011,RS,2010-12-12,Vancouver Canucks,2,Edmonton Oilers,1,,"16,839",NA,
2011,RS,2010-12-12,Washington Capitals,0,New York Rangers,7,,"18,200",NA,
2011,RS,2010-12-13,Columbus Blue Jackets,2,Calgary Flames,3,OT,"19,289",NA,
2011,RS,2010-12-13,Chicago Blackhawks,5,Colorado Avalanche,7,,"15,924",NA,
2011,RS,2010-12-13,Los Angeles Kings,5,Detroit Red Wings,0,,"17,810",NA,
2011,RS,2010-12-13,New York Islanders,0,Nashville Predators,5,,"14,314",NA,
2011,RS,2010-12-13,Atlanta Thrashers,4,Ottawa Senators,3,OT,"18,184",NA,
2011,RS,2010-12-13,Dallas Stars,3,San Jose Sharks,2,SO,"17,562",NA,
2011,RS,2010-12-14,Toronto Maple Leafs,4,Edmonton Oilers,1,,"16,839",NA,
2011,RS,2010-12-14,Pittsburgh Penguins,2,Philadelphia Flyers,3,,"19,824",NA,
2011,RS,2010-12-15,Boston Bruins,2,Buffalo Sabres,3,,"18,197",NA,
2011,RS,2010-12-15,Colorado Avalanche,4,Chicago Blackhawks,3,,"21,121",NA,
2011,RS,2010-12-15,St. Louis Blues,2,Detroit Red Wings,5,,"18,769",NA,
2011,RS,2010-12-15,Carolina Hurricanes,4,Florida Panthers,3,,"14,651",NA,
2011,RS,2010-12-15,Philadelphia Flyers,5,Montreal Canadiens,3,,"21,273",NA,
2011,RS,2010-12-15,Phoenix Coyotes,0,New Jersey Devils,3,,"13,208",NA,
2011,RS,2010-12-15,San Jose Sharks,2,Nashville Predators,3,,"14,731",NA,
2011,RS,2010-12-15,New York Rangers,4,Pittsburgh Penguins,1,,"18,242",NA,
2011,RS,2010-12-15,Atlanta Thrashers,1,Tampa Bay Lightning,2,SO,"14,441",NA,
2011,RS,2010-12-15,Columbus Blue Jackets,2,Vancouver Canucks,3,OT,"18,860",NA,
2011,RS,2010-12-15,Anaheim Ducks,2,Washington Capitals,1,OT,"18,398",NA,
2011,RS,2010-12-16,Carolina Hurricanes,3,Atlanta Thrashers,2,SO,"11,043",NA,
2011,RS,2010-12-16,Toronto Maple Leafs,2,Calgary Flames,5,,"19,289",NA,
2011,RS,2010-12-16,San Jose Sharks,4,Dallas Stars,3,OT,"14,899",NA,
2011,RS,2010-12-16,Columbus Blue Jackets,3,Edmonton Oilers,6,,"16,839",NA,
2011,RS,2010-12-16,Ottawa Senators,3,Minnesota Wild,1,,"17,366",NA,
2011,RS,2010-12-16,Boston Bruins,3,Montreal Canadiens,4,,"21,273",NA,
2011,RS,2010-12-16,Anaheim Ducks,2,New York Islanders,3,,"7,659",NA,
2011,RS,2010-12-16,Phoenix Coyotes,3,New York Rangers,4,SO,"17,675",NA,
2011,RS,2010-12-16,Los Angeles Kings,4,St. Louis Blues,6,,"19,150",NA,
2011,RS,2010-12-17,Detroit Red Wings,1,Chicago Blackhawks,4,,"21,904",NA,
2011,RS,2010-12-17,Ottawa Senators,5,Colorado Avalanche,6,OT,"15,113",NA,
2011,RS,2010-12-17,Buffalo Sabres,2,Florida Panthers,6,,"16,894",NA,
2011,RS,2010-12-17,Nashville Predators,3,New Jersey Devils,1,,"14,137",NA,
2011,RS,2010-12-18,New Jersey Devils,1,Atlanta Thrashers,7,,"17,024",NA,
2011,RS,2010-12-18,Washington Capitals,2,Boston Bruins,3,,"17,565",NA,
2011,RS,2010-12-18,Anaheim Ducks,2,Carolina Hurricanes,4,,"16,603",NA,
2011,RS,2010-12-18,Dallas Stars,2,Columbus Blue Jackets,1,,"13,973",NA,
2011,RS,2010-12-18,Minnesota Wild,3,Calgary Flames,1,,"19,289",NA,
2011,RS,2010-12-18,Los Angeles Kings,6,Nashville Predators,1,,"16,734",NA,
2011,RS,2010-12-18,Phoenix Coyotes,4,New York Islanders,3,SO,"8,433",NA,
2011,RS,2010-12-18,New York Rangers,1,Philadelphia Flyers,4,,"19,898",NA,
2011,RS,2010-12-18,San Jose Sharks,4,St. Louis Blues,1,,"19,150",NA,
2011,RS,2010-12-18,Buffalo Sabres,1,Tampa Bay Lightning,3,,"17,141",NA,
2011,RS,2010-12-18,Toronto Maple Leafs,1,Vancouver Canucks,4,,"18,860",NA,
2011,RS,2010-12-19,Los Angeles Kings,2,Chicago Blackhawks,3,,"21,523",NA,
2011,RS,2010-12-19,Montreal Canadiens,2,Colorado Avalanche,3,,"18,007",NA,
2011,RS,2010-12-19,Dallas Stars,4,Detroit Red Wings,3,OT,"20,066",NA,
2011,RS,2010-12-19,Washington Capitals,3,Ottawa Senators,2,,"19,516",NA,
2011,RS,2010-12-20,Anaheim Ducks,3,Boston Bruins,0,,"17,565",NA,
2011,RS,2010-12-20,Calgary Flames,1,Minnesota Wild,4,,"18,315",NA,
2011,RS,2010-12-20,Florida Panthers,5,Philadelphia Flyers,0,,"19,864",NA,
2011,RS,2010-12-20,Phoenix Coyotes,1,Pittsburgh Penguins,6,,"18,262",NA,
2011,RS,2010-12-20,Vancouver Canucks,3,St. Louis Blues,1,,"19,150",NA,
2011,RS,2010-12-20,Carolina Hurricanes,1,Tampa Bay Lightning,5,,"17,210",NA,
2011,RS,2010-12-20,Atlanta Thrashers,6,Toronto Maple Leafs,3,,"19,301",NA,
2011,RS,2010-12-21,St. Louis Blues,4,Atlanta Thrashers,2,,"14,662",NA,
2011,RS,2010-12-21,Anaheim Ducks,2,Buffalo Sabres,5,,"18,690",NA,
2011,RS,2010-12-21,Calgary Flames,1,Columbus Blue Jackets,3,,"12,443",NA,
2011,RS,2010-12-21,Los Angeles Kings,5,Colorado Avalanche,0,,"15,891",NA,
2011,RS,2010-12-21,Montreal Canadiens,2,Dallas Stars,5,,"17,805",NA,
2011,RS,2010-12-21,Edmonton Oilers,1,San Jose Sharks,2,,"17,562",NA,
2011,RS,2010-12-21,New Jersey Devils,1,Washington Capitals,5,,"18,398",NA,
2011,RS,2010-12-22,Nashville Predators,1,Chicago Blackhawks,4,,"21,526",NA,
2011,RS,2010-12-22,Vancouver Canucks,4,Detroit Red Wings,5,OT,"20,066",NA,
2011,RS,2010-12-22,Tampa Bay Lightning,1,New York Islanders,2,OT,"7,324",NA,
2011,RS,2010-12-22,Florida Panthers,2,Pittsburgh Penguins,5,,"18,238",NA,
2011,RS,2010-12-23,Atlanta Thrashers,1,Boston Bruins,4,,"17,565",NA,
2011,RS,2010-12-23,Florida Panthers,4,Buffalo Sabres,3,,"18,690",NA,
2011,RS,2010-12-23,Montreal Canadiens,3,Carolina Hurricanes,2,,"16,981",NA,
2011,RS,2010-12-23,Vancouver Canucks,7,Columbus Blue Jackets,3,,"12,159",NA,
2011,RS,2010-12-23,Minnesota Wild,3,Colorado Avalanche,1,,"16,323",NA,
2011,RS,2010-12-23,Calgary Flames,3,Dallas Stars,2,SO,"15,520",NA,
2011,RS,2010-12-23,Edmonton Oilers,2,Los Angeles Kings,3,SO,"18,118",NA,
2011,RS,2010-12-23,New York Islanders,5,New Jersey Devils,1,,"13,312",NA,
2011,RS,2010-12-23,Ottawa Senators,2,Nashville Predators,1,,"17,113",NA,
2011,RS,2010-12-23,Tampa Bay Lightning,4,New York Rangers,3,SO,"18,200",NA,
2011,RS,2010-12-23,Phoenix Coyotes,1,San Jose Sharks,4,,"17,562",NA,
2011,RS,2010-12-23,Detroit Red Wings,3,St. Louis Blues,4,,"19,150",NA,
2011,RS,2010-12-23,Pittsburgh Penguins,3,Washington Capitals,2,SO,"18,398",NA,
2011,RS,2010-12-26,Tampa Bay Lightning,3,Atlanta Thrashers,2,OT,"14,610",NA,
2011,RS,2010-12-26,Washington Capitals,3,Carolina Hurricanes,2,,"10,477",NA,
2011,RS,2010-12-26,Columbus Blue Jackets,1,Chicago Blackhawks,4,,"21,492",NA,
2011,RS,2010-12-26,Phoenix Coyotes,1,Dallas Stars,0,,"17,515",NA,
2011,RS,2010-12-26,Anaheim Ducks,1,Los Angeles Kings,4,,"18,313",NA,
2011,RS,2010-12-26,Detroit Red Wings,4,Minnesota Wild,1,,"19,227",NA,
2011,RS,2010-12-26,Toronto Maple Leafs,4,New Jersey Devils,1,,"5,329",NA,
2011,RS,2010-12-26,Montreal Canadiens,1,New York Islanders,4,,"3,136",NA,
2011,RS,2010-12-26,Pittsburgh Penguins,1,Ottawa Senators,3,,"20,146",NA,
2011,RS,2010-12-26,Nashville Predators,0,St. Louis Blues,2,,"19,150",NA,
2011,RS,2010-12-26,Edmonton Oilers,2,Vancouver Canucks,3,,"18,860",NA,
2011,RS,2010-12-27,Minnesota Wild,3,Columbus Blue Jackets,4,SO,"14,454",NA,
2011,RS,2010-12-27,Buffalo Sabres,2,Calgary Flames,5,,"19,289",NA,
2011,RS,2010-12-27,Detroit Red Wings,4,Colorado Avalanche,3,OT,"18,007",NA,
2011,RS,2010-12-27,Boston Bruins,3,Florida Panthers,2,SO,"19,250",NA,
2011,RS,2010-12-27,New York Islanders,2,New York Rangers,7,,"18,200",NA,
2011,RS,2010-12-27,Los Angeles Kings,4,San Jose Sharks,0,,"17,562",NA,
2011,RS,2010-12-28,Buffalo Sabres,4,Edmonton Oilers,2,,"16,839",NA,
